OpenCL device: Apple / Apple M1 Max
OpenCL time: 6.41104 s
Python time: 6.49176 s

RESULTS (filtered) - OpenCL and Python separately
----------------------+----------+--------------+------------------+------------------
name                  |games     |winning       |opencl_val        |python_val        
Chloe James 243       |36        |54.200        
David Kelly 244       |17        |79.100        
James Hill 245        |55        |63.100        
Harper James 246      |40        |94.100        
Ethan Young 247       |45        |56.500        
Daniel Watson 248     |48        |72.900        
Riley Green 249       |14        |62.400        
Abigail Gray 250      |60        |72.800        
Victoria Watson 251   |56        |63.400        
Sophia Hall 252       |19        |70.100        
Noah James 253        |31        |74.800        
Harper Lewis 254      |30        |89.100        
Riley Allen 255       |34        |60.500        
Noah Harris 256       |30        |83.500        
David Kelly 257       |52        |85.700        
Lucas Watson 258      |12        |55.700        
Scarlett Bennett 259  |16        |89.300        
Abigail Robinson 260  |43        |91.000        
David Baker 261       |19        |68.400        
Isabella Green 262    |40        |85.200        
Ava Watson 263        |49        |81.200        
Noah Green 264        |31        |88.400        
Victoria Watson 265   |50        |82.300        
Aria Diaz 266         |44        |51.600        
Joseph Diaz 267       |50        |80.800        
Benjamin Scott 268    |57        |54.100        
Benjamin James 269    |50        |81.700        
Aiden Allen 270       |20        |81.200        
Joseph Hall 271       |30        |85.800        
Harper King 272       |33        |69.400        
Emily Campbell 273    |36        |75.500        
Noah Martin 274       |21        |53.600        
David Diaz 275        |53        |60.800        
Sebastian Gomez 276   |39        |78.700        
Sebastian Wright 277  |52        |50.400        
Ella Baker 278        |28        |80.500        
Liam Nelson 279       |38        |92.500        
Sebastian Watson 280  |37        |81.100        
Noah Watson 281       |29        |59.000        
Noah Lewis 282        |40        |54.800        
Joseph Adams 283      |32        |75.900        
Abigail Lewis 284     |52        |67.800        
Amelia Young 285      |53        |85.000        
Joseph Scott 286      |48        |83.500        
Matthew Diaz 287      |24        |77.300        
Isabella Ramirez 288  |50        |58.600        
Daniel Nelson 289     |58        |82.400        
Alexander Gray 290    |16        |90.700        
Mia Robinson 291      |60        |69.800        
Joseph Green 292      |18        |54.100        
Ethan Brooks 293      |57        |68.700        
Mia King 294          |60        |74.300        
Ella Gomez 295        |42        |91.100        
Joseph Robinson 296   |40        |93.500        
Sebastian Baker 297   |31        |86.200        
Grace Watson 298      |19        |83.900        
Olivia Watson 299     |53        |82.600        
----------------------+----------+--------------
